29,27,14,3,19,10,15,14,18,3,14,28,22,24,7,4,31,15,26,4,30,11,4,0,5,8,24,22,30,19,26,18,13,23,5,23,24,8,16,27,13,6,11,18,27,9,8,4,10,21
19,30,9,25,18,4,12,0,11,8,10,24,10,31,5,7,2,19,0,7,2,16,2,30,27,14,7,21,1,27,20,24,12,23,9,20,23,29,26,22,19,1,20,16,1,6,12,19,15,16
19,25,20,11,8,8,21,30,4,16,14,0,15,17,2,21,31,16,16,6,10,3,20,0,0,17,11,24,20,0,21,30,8,15,29,2,17,15,11,7,11,6,16,28,7,20,9,3,5,24
13,24,28,22,6,6,0,27,31,9,6,21,18,28,19,26,13,1,24,27,3,17,23,25,8,13,23,30,19,8,22,4,22,30,30,20,4,18,28,27,0,15,31,1,2,4,31,30,19,24
25,21,6,29,19,10,26,7,16,10,29,17,31,3,15,28,11,13,31,27,20,24,3,25,14,12,11,7,5,29,12,31,11,11,26,31,31,1,1,15,11,18,1,13,21,13,31,8,19,21
4,24,17,9,5,30,6,15,27,5,4,0,14,29,19,9,1,17,23,28,2,26,29,26,5,3,10,25,19,7,26,1,16,11,19,23,29,19,3,6,15,20,12,14,15,16,7,14,9,18
31,3,24,5,28,13,27,7,27,26,18,24,10,0,0,16,7,27,1,30,11,12,11,20,2,26,13,29,30,14,3,13,27,22,12,12,1,4,5,7,6,2,9,26,2,17,0,26,18,4
2,18,4,20,21,30,17,24,17,4,10,10,15,20,15,14,5,27,31,2,2,11,21,12,22,15,17,7,19,1,8,21,18,27,26,30,24,20,17,19,10,24,24,5,30,28,27,10,3,28
19,21,23,2,13,31,19,22,7,14,9,18,4,19,8,17,8,11,3,30,2,13,3,18,21,29,0,6,8,17,6,22,16,26,24,31,5,18,25,18,29,12,22,25,25,22,18,22,4,20
1,21,18,10,20,29,3,9,31,0,0,8,15,8,0,12,9,23,19,18,27,26,13,0,12,26,18,3,13,23,9,19,18,6,13,2,8,1,16,28,27,10,14,15,1,21,9,20,9,15
9,0,25,17,20,30,27,2,3,14,20,7,3,12,13,2,19,31,25,4,5,31,5,13,18,27,1,24,13,15,20,3,13,27,14,28,15,21,26,14,11,29,22,23,3,18,29,29,9,8
29,0,1,7,26,17,29,6,23,24,11,14,28,18,19,13,7,0,19,13,27,21,14,15,24,28,0,8,11,3,17,23,30,21,20,24,4,4,20,2,20,10,13,11,29,30,13,17,11,30
6,10,11,3,14,22,0,4,11,19,23,16,28,12,0,26,27,26,3,19,20,0,2,21,24,26,26,2,1,2,31,27,12,28,24,19,19,25,14,7,1,25,23,12,26,24,6,4,3,14
28,23,24,3,20,23,10,15,8,31,20,13,27,25,15,3,24,16,25,25,16,5,13,14,21,17,28,17,12,6,11,5,25,8,3,11,9,4,31,10,26,13,27,28,19,18,28,26,1,24
21,3,16,23,15,13,10,29,14,9,6,11,18,12,26,25,5,0,21,21,17,18,2,8,16,8,7,0,2,8,10,30,23,9,28,6,27,30,19,26,5,18,12,14,4,17,27,15,30,24
13,25,1,5,1,20,16,26,0,6,3,26,22,17,13,16,28,16,27,28,27,13,3,0,4,13,26,27,2,11,21,3,3,11,14,17,14,29,15,16,12,1,29,16,29,27,31,21,10,25
1,20,1,29,27,10,14,25,17,5,0,21,14,4,12,7,11,23,3,25,7,24,3,18,22,31,26,17,6,26,22,2,0,1,8,28,15,4,30,6,9,21,3,14,11,23,23,31,12,31
3,24,1,11,20,11,19,20,29,5,6,5,31,20,26,8,0,11,14,20,24,5,19,13,26,22,26,3,3,1,6,12,4,14,25,31,28,28,24,27,28,10,7,10,18,16,13,2,18,27
